Source,Target,Type,Id,Label,Weight
Abdul Haseeb,Muhammad Usman,Undirected,22104,,1
Abdul Haseeb,Muhammad Wasif zafar,Undirected,22105,,1
Abdul Haseeb,Rana Umair ashraf,Undirected,22106,,1
Abdul Haseeb,Zhiqiang Ma,Undirected,22107,,1
Adam Polko,Artur Ochojski,Undirected,22108,,6
Adam Polko,Dagmara Kociuba,Undirected,22109,,2
Adam Polko,Katarzyna Kopczewska,Undirected,22110,,4
Adam Polko,Pawel Churski,Undirected,22111,,6
Adele Ossareh,Mohammad Saeed pourjafar,Undirected,22112,,1
Adele Ossareh,Tomasz Kopczewski,Undirected,22113,,1
Adrian Penalver,Claus Brand,Undirected,22114,,1
Adrian Penalver,Marcin Bielecki,Undirected,22115,,1
Adriana Wloka,Aleksandra Keska,Undirected,22116,,1
Adriana Wloka,Anna Janicka,Undirected,22117,,1
Adriana Wloka,Joanna Swiesciak,Undirected,22118,,1
Adriana Wloka,Justyna Molska,Undirected,22119,,1
Adriana Wloka,Kacper Ostrowski,Undirected,22120,,1
Adriana Wloka,Maciej Zawislak,Undirected,22121,,1
Adriana Wloka,Radoslaw Wlostowski,Undirected,22122,,1
Agata Balmas,Grzegorz Kula,Undirected,22123,,2
Agata Balmas,Kamila Waclawska,Undirected,22124,,2
Agata Balmas,Monika Koppl turyna,Undirected,22125,,2
Agata Gondek,Agnieszka Cudnoch-jedrzejewska,Undirected,22126,,1
Agata Gondek,Barbara Grzechocinska,Undirected,22127,,1
Agata Gondek,Filip A dabrowski,Undirected,22128,,1
Agata Gondek,Katarzyna Czarzasta,Undirected,22129,,1
Agata Gondek,Lukasz Michalowski,Undirected,22130,,1
Agata Gondek,Marcin Chlebus,Undirected,22131,,1
Agata Gondek,Miroslaw Wielgos,Undirected,22132,,1
Agata Gorny,Andrzej Kubisiak,Undirected,22133,,1
Agata Gorny,Aneta Stefanczyk,Undirected,22134,,1
Agata Gorny,Maciej Bitner,Undirected,22135,,1
Agata Gorny,Maciej Duszczyk,Undirected,22136,,1
Agata Gorny,Marek Okolski,Undirected,22137,,1
Agata Gorny,Monika Szulecka,Undirected,22138,,1
Agata Gorny,Pawel Kaczmarczyk,Undirected,22139,,4
Agata Gorny,Urszula Siedlecka,Undirected,22140,,1
Agata Kocia,Anna Zurawiecka,Undirected,22141,,1
Agata Kocia,Christian J delaunay,Undirected,22142,,2
Agata Kocia,Grazyna Szymanska,Undirected,22143,,1
Agata Kocia,Janusz Kudla,Undirected,22144,,6
Agata Kocia,Katarzyna Kopczewska,Undirected,22145,,6
Agata Kocia,Konrad Walczyk,Undirected,22146,,6
Agata Kocia,Krzysztof Opolski,Undirected,22147,,3
Agata Kocia,Marta Lubieniecka,Undirected,22148,,2
Agata Kocia,Marzena Maselewska,Undirected,22149,,2
Agata Kocia,Natalia Nehrebecka,Undirected,22150,,1
Agata Kocia,Piotr Modzelewski,Undirected,22151,,2
Agata Kocia,Robert Kruszewski,Undirected,22152,,6
Agata Kocia,Torrisi Richard c,Undirected,22153,,2
Agata Miazga,Anna Nicinska,Undirected,22154,,1
Agata Miazga,Malgorzata Kalbarczyk,Undirected,22155,,1
Agnieszka Allen,Filip Targowski,Undirected,22156,,1
Agnieszka Allen,Grzegorz Tchorek,Undirected,22157,,1
Agnieszka Allen,Katarzyna Dziewanowska,Undirected,22158,,1
Agnieszka Allen,Michal Brzozowski,Undirected,22159,,1
Agnieszka Allen,Michal Kurtyka,Undirected,22160,,1
Agnieszka Allen,Waldemar Koziol,Undirected,22161,,1
Agnieszka Chlon-dominczak,Anita Abramowska-kmon,Undirected,22162,,1
Agnieszka Chlon-dominczak,Anna Maliszewka,Undirected,22163,,1
Agnieszka Chlon-dominczak,Anna Nicinska,Undirected,22164,,1
Agnieszka Chlon-dominczak,Dorota Holzer-zelazewska,Undirected,22165,,1
Agnieszka Chlon-dominczak,Irena E kotowska,Undirected,22166,,1
Agnieszka Chlon-dominczak,Magdalena Michalejko,Undirected,22167,,1
Agnieszka Chlon-dominczak,Maja Rynko,Undirected,22168,,1
Agnieszka Chlon-dominczak,Malgorzata Bala,Undirected,22169,,1
Agnieszka Chlon-dominczak,Malgorzata Kalbarczyk-steclik,Undirected,22170,,1
Agnieszka Chlon-dominczak,Marta Palczynska,Undirected,22171,,1
Agnieszka Chlon-dominczak,Mateusz Najsztub,Undirected,22172,,1
Agnieszka Chlon-dominczak,Michal Myck,Undirected,22173,,1
Agnieszka Chlon-dominczak,Monika Oczkowska,Undirected,22174,,1
Agnieszka Chlon-dominczak,Roman Topor-madry,Undirected,22175,,1
Agnieszka Chlon-dominczak,Wojciech Paczynski,Undirected,22176,,1
Agnieszka Cudnoch-jedrzejewska,Barbara Grzechocinska,Undirected,22177,,1
Agnieszka Cudnoch-jedrzejewska,Filip A dabrowski,Undirected,22178,,1
Agnieszka Cudnoch-jedrzejewska,Katarzyna Czarzasta,Undirected,22179,,1
Agnieszka Cudnoch-jedrzejewska,Lukasz Michalowski,Undirected,22180,,1
Agnieszka Cudnoch-jedrzejewska,Marcin Chlebus,Undirected,22181,,1
Agnieszka Cudnoch-jedrzejewska,Miroslaw Wielgos,Undirected,22182,,1
Agnieszka Fihel,Anna Janicka,Undirected,22183,,1
Agnieszka Fihel,Anna Nicinska,Undirected,22184,,3
Agnieszka Fihel,Joanna Nestorowicz,Undirected,22185,,1
Agnieszka Fihel,Malgorzata Kalbarczyk,Undirected,22186,,3
Agnieszka Fihel,Marek Okolski,Undirected,22187,,1
Agnieszka Fihel,Pawel Kaczmarczyk,Undirected,22188,,4
Agnieszka Fihel,Renata Stefanska,Undirected,22189,,1
Agnieszka Hryniewicka,Bartlomiej Rokicki,Undirected,22190,,1
Agnieszka Hryniewicka,Iwona Kukulak-dolata,Undirected,22191,,1
Agnieszka Hryniewicka,Lukasz Arendt,Undirected,22192,,1
Agnieszka Kopanska,Anna Bartczak,Undirected,22193,,2
Agnieszka Kopanska,Anthony Levitas,Undirected,22194,,1
Agnieszka Kopanska,Jan Raczka,Undirected,22195,,1
Agnieszka Kopanska,Joanna Siwinska-gorzelak,Undirected,22196,,1
Agnieszka Kopanska,Krzysztof Witkowski,Undirected,22197,,1
Agnieszka Kopanska,Michal Zarzycki,Undirected,22198,,1
Agnieszka Kopanska,Roman Asinski,Undirected,22199,,1
Agnieszka Kopanska,Thomas H cochran,Undirected,22200,,1
Agnieszka Kopanska,Tony Levitas,Undirected,22201,,1
Agnieszka Kulesza,Aleksandra Zolocinska,Undirected,22202,,1
Agnieszka Kulesza,Anna Burdzinska,Undirected,22203,,1
Agnieszka Kulesza,Beata Kaleta,Undirected,22204,,1
Agnieszka Kulesza,Filip A dabrowski,Undirected,22205,,1
Agnieszka Kulesza,Jan Borysowski,Undirected,22206,,1
Agnieszka Kulesza,Leszek Paczek,Undirected,22207,,1
Agnieszka Kulesza,Marcin Chlebus,Undirected,22208,,1
Agnieszka Kulesza,Miroslaw Wielgos,Undirected,22209,,1
Agnieszka Piechocka-kaluzna,Aldona Kamela-sowinska,Undirected,22210,,1
Agnieszka Piechocka-kaluzna,Dawid Garstecki,Undirected,22211,,1
Agnieszka Piechocka-kaluzna,Elzbieta Izabela szczepankiewicz,Undirected,22212,,1
Agnieszka Piechocka-kaluzna,Ewa Rozanska,Undirected,22213,,1
Agnieszka Piechocka-kaluzna,Helena Poetschke,Undirected,22214,,1
Agnieszka Piechocka-kaluzna,Joanna Blazynska,Undirected,22215,,1
Agnieszka Piechocka-kaluzna,Lukasz Matuszak,Undirected,22216,,1
Agnieszka Piechocka-kaluzna,Magdalena Kowalczyk,Undirected,22217,,1
Agnieszka Piechocka-kaluzna,Malgorzata Czerny,Undirected,22218,,1
Agnieszka Piechocka-kaluzna,Malgorzata Macuda,Undirected,22219,,1
Agnieszka Piechocka-kaluzna,Marek Cieslak,Undirected,22220,,1
Agnieszka Piechocka-kaluzna,Marek Masztalerz,Undirected,22221,,1
Agnieszka Piechocka-kaluzna,Maria Kiedrowska,Undirected,22222,,1
Agnieszka Piechocka-kaluzna,Marzena Remlein,Undirected,22223,,1
Agnieszka Piechocka-kaluzna,Piotr Gut,Undirected,22224,,1
Agnieszka Piechocka-kaluzna,Remigiusz Napiecek,Undirected,22225,,1
Agnieszka Piechocka-kaluzna,Wojciech Fliegner,Undirected,22226,,1
Agnieszka Pugacewicz,Alfred Tovias,Undirected,22227,,1
Agnieszka Pugacewicz,Jacek Rothert,Undirected,22228,,1
Agnieszka Pugacewicz,Jan Hagemejer,Undirected,22229,,1
Agnieszka Pugacewicz,Jan Michalek,Undirected,22230,,1
Agnieszka Pugacewicz,Mark Vancauteren,Undirected,22231,,1
Agnieszka Pugacewicz,Victoria Roshal,Undirected,22232,,1
Agnieszka Sobianowska-turek,Anna Barbara janicka,Undirected,22233,,1
Agnieszka Sobianowska-turek,Anna Janicka,Undirected,22234,,1
Agnieszka Sobianowska-turek,Jedrzej Matla,Undirected,22235,,1
Agnieszka Sobianowska-turek,Maciej Zawislak,Undirected,22236,,1
Agnieszka Sobianowska-turek,Marek Reksa,Undirected,22237,,1
Agnieszka Sobianowska-turek,Weronika Urbanska,Undirected,22238,,1
Agnieszka Stazka-gawrysiak,Anna Kosior,Undirected,22239,,2
Agnieszka Stazka-gawrysiak,Beata Bierut,Undirected,22240,,2
Agnieszka Stazka-gawrysiak,Grzegorz Tchorek,Undirected,22241,,2
Agnieszka Stazka-gawrysiak,Izabela D tymoczko,Undirected,22242,,2
Agnieszka Stazka-gawrysiak,Jacek Lewkowicz,Undirected,22243,,2
Agnieszka Stazka-gawrysiak,Jakub Growiec,Undirected,22244,,2
Agnieszka Stazka-gawrysiak,Jakub Muck,Undirected,22245,,2
Agnieszka Stazka-gawrysiak,Jan Hagemejer,Undirected,22246,,2
Agnieszka Stazka-gawrysiak,Kamil Wierus,Undirected,22247,,2
Agnieszka Stazka-gawrysiak,Katarzyna Puchalska,Undirected,22248,,2
Agnieszka Stazka-gawrysiak,Magdalena Rola-janicka,Undirected,22249,,2
Agnieszka Stazka-gawrysiak,Marcin Grela,Undirected,22250,,2
Agnieszka Stazka-gawrysiak,Marcin Tomkiewicz,Undirected,22251,,2
Agnieszka Stazka-gawrysiak,Marek Niechcial,Undirected,22252,,2
Agnieszka Stazka-gawrysiak,Michal Gradzewicz,Undirected,22253,,2
Agnieszka Stazka-gawrysiak,Michal Rubaszek,Undirected,22254,,2
Agnieszka Stazka-gawrysiak,Paulina Broniatowska,Undirected,22255,,2
Agnieszka Stazka-gawrysiak,Piotr Popowski,Undirected,22256,,2
Agnieszka Stazka-gawrysiak,Rafal Slubowski,Undirected,22257,,2
Agnieszka Stazka-gawrysiak,Stanislaw Cichocki,Undirected,22258,,2
Agnieszka Stazka-gawrysiak,Tomasz Michalek,Undirected,22259,,2
Agnieszka Stazka-gawrysiak,Tomasz Piasecki,Undirected,22260,,2
Agnieszka Stazka-gawrysiak,Wawrzyniec Suleja,Undirected,22261,,2
Agnieszka Stazka-gawrysiak,Wojciech Mroczek,Undirected,22262,,2
Agnieszka Tuszynska,Andrzej Jacyna,Undirected,22263,,1
Agnieszka Tuszynska,Andrzej Sliwczynski,Undirected,22264,,2
Agnieszka Tuszynska,Daniel Rutkowski,Undirected,22265,,2
Agnieszka Tuszynska,Edward Franek,Undirected,22266,,2
Agnieszka Tuszynska,Magdalena Walicka,Undirected,22267,,2
Agnieszka Tuszynska,Marcin Chlebus,Undirected,22268,,2
Agnieszka Tuszynska,Marcin Czech,Undirected,22269,,1
Agnieszka Tuszynska,Melania Brzozowska,Undirected,22270,,2
Agnieszka Tuszynska,Monika Puzianowska-kuznicka,Undirected,22271,,2
Agnieszka Tuszynska,Yaroslav Sanchak,Undirected,22272,,1
Ahmad W,Arshad Hm,Undirected,22273,,1
Ahmad W,Ashraf Ru,Undirected,22274,,1
Ahmad W,Saeed R,Undirected,22275,,1
Ahmad W,Zaidi Sah,Undirected,22276,,1
Ain Aaviksoo,Gerli Paat-ahi,Undirected,22277,,1
Ain Aaviksoo,Group Eurodrg,Undirected,22278,,1
Ain Aaviksoo,Janek Saluse,Undirected,22279,,1
Ain Aaviksoo,Maria Swiderek,Undirected,22280,,1
Ain Aaviksoo,Pawel Sakowski,Undirected,22281,,1
Aitor Lacuesta,Bela Galgoczi,Undirected,22282,,1
Aitor Lacuesta,Carlos Vargas-silva,Undirected,22283,,1
Aitor Lacuesta,Janine Leschke,Undirected,22284,,1
Aitor Lacuesta,Juan F jimeno,Undirected,22285,,1
Aitor Lacuesta,Mario Izquierdo peinado,Undirected,22286,,1
Aitor Lacuesta,Matthias Busse,Undirected,22287,,1
Aitor Lacuesta,Mikkel Barslund,Undirected,22288,,1
Aitor Lacuesta,Pawel Kaczmarczyk,Undirected,22289,,1
Aitor Lacuesta,Timo Baas,Undirected,22290,,1
Akio Arakawa,David Randall,Undirected,22291,,1
Akio Arakawa,Marat Khairoutdinov,Undirected,22292,,1
Akio Arakawa,Wojciech Grabowski,Undirected,22293,,1
Alain Naef,Alberto Fuentes,Undirected,22294,,1
Alain Naef,Anastasia Theofilakou,Undirected,22295,,1
Alain Naef,Axel Bruggemann,Undirected,22296,,1
Alain Naef,Beatrice Scheubel,Undirected,22297,,1
Alain Naef,Carlijn Eijking,Undirected,22298,,1
Alain Naef,Clement Marsilli,Undirected,22299,,1
Alain Naef,Floriane Van den,Undirected,22300,,1
Alain Naef,Grzegorz Wesolowski,Undirected,22301,,1
Alain Naef,Isabella Moder,Undirected,22302,,1
Alain Naef,Joel Graca alves,Undirected,22303,,1
Alain Naef,Juan Carlos berganza,Undirected,22304,,1
Alain Naef,Lilian Kreitz,Undirected,22305,,1
Alain Naef,Luis Molina sanchez,Undirected,22306,,1
Alain Naef,Markus Eller,Undirected,22307,,1
Alain Naef,Rafael Cezar,Undirected,22308,,1
Alain Naef,Roland Beck,Undirected,22309,,1
Alain Naef,Valerio Nispi landi,Undirected,22310,,1
Alberto Fuentes,Anastasia Theofilakou,Undirected,22311,,1
Alberto Fuentes,Axel Bruggemann,Undirected,22312,,1
Alberto Fuentes,Beatrice Scheubel,Undirected,22313,,1
Alberto Fuentes,Carlijn Eijking,Undirected,22314,,1
Alberto Fuentes,Clement Marsilli,Undirected,22315,,1
Alberto Fuentes,Floriane Van den,Undirected,22316,,1
Alberto Fuentes,Grzegorz Wesolowski,Undirected,22317,,1
Alberto Fuentes,Isabella Moder,Undirected,22318,,1
Alberto Fuentes,Joel Graca alves,Undirected,22319,,1
Alberto Fuentes,Juan Carlos berganza,Undirected,22320,,1
Alberto Fuentes,Lilian Kreitz,Undirected,22321,,1
Alberto Fuentes,Luis Molina sanchez,Undirected,22322,,1
Alberto Fuentes,Markus Eller,Undirected,22323,,1
Alberto Fuentes,Rafael Cezar,Undirected,22324,,1
Alberto Fuentes,Roland Beck,Undirected,22325,,1
Alberto Fuentes,Valerio Nispi landi,Undirected,22326,,1
Albina Jegorowa,Grzegorz Wieczorek,Undirected,22327,,1
Albina Jegorowa,Janusz Gajda,Undirected,22328,,1
Albina Jegorowa,Kamila Kontna,Undirected,22329,,1
Albina Jegorowa,Katarzyna Chyrowicz,Undirected,22330,,1
Albina Jegorowa,Marcin Chlebus,Undirected,22331,,1
Albina Jegorowa,Michal Korycki,Undirected,22332,,1
Albina Jegorowa,Michal Kruk,Undirected,22333,,1
Aldona Kamela-sowinska,Dawid Garstecki,Undirected,22334,,1
Aldona Kamela-sowinska,Elzbieta Izabela szczepankiewicz,Undirected,22335,,1
Aldona Kamela-sowinska,Ewa Rozanska,Undirected,22336,,1
Aldona Kamela-sowinska,Helena Poetschke,Undirected,22337,,1
Aldona Kamela-sowinska,Joanna Blazynska,Undirected,22338,,1
Aldona Kamela-sowinska,Lukasz Matuszak,Undirected,22339,,1
Aldona Kamela-sowinska,Magdalena Kowalczyk,Undirected,22340,,1
Aldona Kamela-sowinska,Malgorzata Czerny,Undirected,22341,,1
Aldona Kamela-sowinska,Malgorzata Macuda,Undirected,22342,,1
Aldona Kamela-sowinska,Marek Cieslak,Undirected,22343,,1
Aldona Kamela-sowinska,Marek Masztalerz,Undirected,22344,,1
Aldona Kamela-sowinska,Maria Kiedrowska,Undirected,22345,,1
Aldona Kamela-sowinska,Marzena Remlein,Undirected,22346,,1
Aldona Kamela-sowinska,Piotr Gut,Undirected,22347,,1
Aldona Kamela-sowinska,Remigiusz Napiecek,Undirected,22348,,1
Aldona Kamela-sowinska,Wojciech Fliegner,Undirected,22349,,1
Aleksander Gorniak,Anna Czarny,Undirected,22350,,1
Aleksander Gorniak,Anna Janicka,Undirected,22351,,3
Aleksander Gorniak,Bartosz Gawron,Undirected,22352,,3
Aleksander Gorniak,Ewa Zaczynska,Undirected,22353,,1
Aleksander Gorniak,Maciej Zawislak,Undirected,22354,,3
Aleksander Gorniak,Tomasz Bialecki,Undirected,22355,,3
Aleksandra Banasiewicz,Anna Janicka,Undirected,22356,,1
Aleksandra Banasiewicz,Anna Michalak,Undirected,22357,,1
Aleksandra Banasiewicz,Radoslaw Wlostowski,Undirected,22358,,1
Aleksandra Keska,Anna Janicka,Undirected,22359,,2
Aleksandra Keska,Joanna Swiesciak,Undirected,22360,,1
Aleksandra Keska,Justyna Molska,Undirected,22361,,1
Aleksandra Keska,Kacper Ostrowski,Undirected,22362,,1
Aleksandra Keska,Maciej Zawislak,Undirected,22363,,1
Aleksandra Keska,Radoslaw Wlostowski,Undirected,22364,,1
Aleksandra Kolasa,Ewa Weychert,Undirected,22365,,1
Aleksandra Naganska,Stanislaw Cichocki,Undirected,22366,,1
Aleksandra Parteka,Andrzej Cieslik,Undirected,22367,,1
Aleksandra Wasowicz,Grzegorz Kula,Undirected,22368,,1
Aleksandra Wisniewska,Christian A vossler,Undirected,22369,,1
Aleksandra Wisniewska,Ewa Zawojska,Undirected,22370,,1
Aleksandra Wisniewska,Mikolaj Czajkowski,Undirected,22371,,1
Aleksandra Wisniewska,Wiktor Budzinski,Undirected,22372,,1
Aleksandra Zolocinska,Anna Burdzinska,Undirected,22373,,1
Aleksandra Zolocinska,Beata Kaleta,Undirected,22374,,1
Aleksandra Zolocinska,Filip A dabrowski,Undirected,22375,,1
Aleksandra Zolocinska,Jan Borysowski,Undirected,22376,,1
Aleksandra Zolocinska,Leszek Paczek,Undirected,22377,,1
Aleksandra Zolocinska,Marcin Chlebus,Undirected,22378,,1
Aleksandra Zolocinska,Miroslaw Wielgos,Undirected,22379,,1
Alexei Korolev,Ann M fridlind,Undirected,22380,,1
Alexei Korolev,Corinna Hoose,Undirected,22381,,1
Alexei Korolev,Derek J posselt,Undirected,22382,,1
Alexei Korolev,Diedenhoven Van bastiaan,Undirected,22383,,1
Alexei Korolev,Hanna Pawlowska,Undirected,22384,,1
Alexei Korolev,Hugh Morrison,Undirected,22385,,1
Alexei Korolev,Jason A milbrandt,Undirected,22386,,1
Alexei Korolev,Jerry Y harrington,Undirected,22387,,1
Alexei Korolev,Karly J reimel,Undirected,22388,,1
Alexei Korolev,Lier-walqui Van marcus,Undirected,22389,,1
Alexei Korolev,Lulin Xue,Undirected,22390,,1
Alexei Korolev,Matthew R kumjian,Undirected,22391,,1
Alexei Korolev,Olivier P prat,Undirected,22392,,1
Alexei Korolev,Shin-ichiro Shima,Undirected,22393,,1
Alexei Korolev,Wojciech W grabowski,Undirected,22394,,1
Alfred Tovias,Jacek Rothert,Undirected,22395,,1
Alfred Tovias,Jan Hagemejer,Undirected,22396,,1
Alfred Tovias,Jan Michalek,Undirected,22397,,1
Alfred Tovias,Mark Vancauteren,Undirected,22398,,1
Alfred Tovias,Victoria Roshal,Undirected,22399,,1
Ali Hashemizadeh,Irfan Khan,Undirected,22400,,1
Ali Hashemizadeh,Rana Umair ashraf,Undirected,22401,,1
Ali Hashemizadeh,Syed Anees haider zaidi,Undirected,22402,,1
Alicja Gosiewska,Anna Kozak,Undirected,22403,,1
Alicja Gosiewska,Dominik Ogonowski,Undirected,22404,,1
Alicja Gosiewska,Jakub Sztachelski,Undirected,22405,,1
Alicja Gosiewska,Janusz Gajda,Undirected,22406,,1
Alicja Gosiewska,Marcin Chlebus,Undirected,22407,,1
Alicja Gosiewska,Piotr Wojewnik,Undirected,22408,,1
Alicja Gosiewska,Przemyslaw Biecek,Undirected,22409,,1
Alistair Hunt,Ami D,Undirected,22410,,1
Alistair Hunt,Bartczak A,Undirected,22411,,1
Alistair Hunt,Braun-kohlova M,Undirected,22412,,1
Alistair Hunt,Chilton S,Undirected,22413,,1
Alistair Hunt,Czajkowski M,Undirected,22414,,1
Alistair Hunt,Desaigues B,Undirected,22415,,1
Alistair Hunt,Farreras V,Undirected,22416,,1
Alistair Hunt,Hutchison M,Undirected,22417,,1
Alistair Hunt,Jeanrenaud C,Undirected,22418,,1
Alistair Hunt,Kaderjak P,Undirected,22419,,1
Alistair Hunt,Maca V,Undirected,22420,,1
Alistair Hunt,Markiewicz O,Undirected,22421,,1
Alistair Hunt,Markowska A,Undirected,22422,,1
Alistair Hunt,Metcalf H,Undirected,22423,,1
Alistair Hunt,Navrud S,Undirected,22424,,1
Alistair Hunt,Nielsen Seested j,Undirected,22425,,1
Alistair Hunt,Ortiz R,Undirected,22426,,1
Alistair Hunt,Pellegrini S,Undirected,22427,,1
Alistair Hunt,Rabl A,Undirected,22428,,1
Alistair Hunt,Riera R,Undirected,22429,,1
Alistair Hunt,Scasny M,Undirected,22430,,1
Alistair Hunt,Stoeckel M-e,Undirected,22431,,1
Alistair Hunt,Szanto R,Undirected,22432,,1
Alistair Hunt,Urban J,Undirected,22433,,1
Aljona Karloseva,Anni Huhtala,Undirected,22434,,1
Aljona Karloseva,Berit Hasler,Undirected,22435,,1
Aljona Karloseva,Daija Angeli,Undirected,22436,,1
Aljona Karloseva,Daiva Semeniene,Undirected,22437,,1
Aljona Karloseva,Heini Ahtiainen,Undirected,22438,,1
Aljona Karloseva,Ieva Oskolokaite,Undirected,22439,,1
Aljona Karloseva,James Cr smart,Undirected,22440,,1
Aljona Karloseva,Janne Artell,Undirected,22441,,1
Aljona Karloseva,Jurgen Meyerhoff,Undirected,22442,,1
Aljona Karloseva,Kari Hyytiainen,Undirected,22443,,1
Aljona Karloseva,Kim Dahlbo,Undirected,22444,,1
Aljona Karloseva,Kristine Pakalniete,Undirected,22445,,1
Aljona Karloseva,Linus Hasselstrom,Undirected,22446,,1
Aljona Karloseva,Louise Martinsen,Undirected,22447,,1
Aljona Karloseva,Marie Maar,Undirected,22448,,1
Aljona Karloseva,Mikolaj Czajkowski,Undirected,22449,,1
Aljona Karloseva,Mohammed H alemu,Undirected,22450,,1
Aljona Karloseva,Tea Nommann,Undirected,22451,,1
Aljona Karloseva,Tore Soderqvist,Undirected,22452,,1
Aljona Karloseva,Vivi Fleming-lehtinen,Undirected,22453,,1
Aljona Karloseva,Yulia Khaleeva,Undirected,22454,,1
Amarachukwu Anthony anyanwu,Andrzej Cieslik,Undirected,22455,,1
Amarachukwu Anthony anyanwu,Ugochukwu Michael anyanwu,Undirected,22456,,1
Amber Iqbal,Ayesha Riaz,Undirected,22457,,1
Amber Iqbal,Rana Umair ashraf,Undirected,22458,,1
Amber Iqbal,Rashid Saeed,Undirected,22459,,1
Ami D,Bartczak A,Undirected,22460,,1
Ami D,Braun-kohlova M,Undirected,22461,,1
Ami D,Chilton S,Undirected,22462,,1
Ami D,Czajkowski M,Undirected,22463,,1
Ami D,Desaigues B,Undirected,22464,,1
Ami D,Farreras V,Undirected,22465,,1
Ami D,Hutchison M,Undirected,22466,,1
Ami D,Jeanrenaud C,Undirected,22467,,1
Ami D,Kaderjak P,Undirected,22468,,1
Ami D,Maca V,Undirected,22469,,1
Ami D,Markiewicz O,Undirected,22470,,1
Ami D,Markowska A,Undirected,22471,,1
Ami D,Metcalf H,Undirected,22472,,1
Ami D,Navrud S,Undirected,22473,,1
Ami D,Nielsen Seested j,Undirected,22474,,1
Ami D,Ortiz R,Undirected,22475,,1
Ami D,Pellegrini S,Undirected,22476,,1
Ami D,Rabl A,Undirected,22477,,1
Ami D,Riera R,Undirected,22478,,1
Ami D,Scasny M,Undirected,22479,,1
Ami D,Stoeckel M-e,Undirected,22480,,1
Ami D,Szanto R,Undirected,22481,,1
Ami D,Urban J,Undirected,22482,,1
Anastasia Theofilakou,Axel Bruggemann,Undirected,22483,,1
Anastasia Theofilakou,Beatrice Scheubel,Undirected,22484,,1
Anastasia Theofilakou,Carlijn Eijking,Undirected,22485,,1
Anastasia Theofilakou,Clement Marsilli,Undirected,22486,,1
Anastasia Theofilakou,Floriane Van den,Undirected,22487,,1
Anastasia Theofilakou,Grzegorz Wesolowski,Undirected,22488,,1
Anastasia Theofilakou,Isabella Moder,Undirected,22489,,1
Anastasia Theofilakou,Joel Graca alves,Undirected,22490,,1
Anastasia Theofilakou,Juan Carlos berganza,Undirected,22491,,1
Anastasia Theofilakou,Lilian Kreitz,Undirected,22492,,1
Anastasia Theofilakou,Luis Molina sanchez,Undirected,22493,,1
Anastasia Theofilakou,Markus Eller,Undirected,22494,,1
Anastasia Theofilakou,Rafael Cezar,Undirected,22495,,1
Anastasia Theofilakou,Roland Beck,Undirected,22496,,1
Anastasia Theofilakou,Valerio Nispi landi,Undirected,22497,,1
And Richard woodward krzysztof szczygielski,Wojciech Grabowski,Undirected,22498,,1
Andrea Brandolini,Eva Sierminska,Undirected,22499,,2
Andrea Brandolini,Timothy M smeeding,Undirected,22500,,1
Andrea Brandolini,Timothy Smeeding,Undirected,22501,,1
Andrzej Cielik,Arjun S bedi,Undirected,22502,,1
Andrzej Cieoelik,Anna Micha3ek,Undirected,22503,,1
Andrzej Cieoelik,Jan Micha3ek,Undirected,22504,,1
Andrzej Cieslik,Anna Michalek,Undirected,22505,,6
Andrzej Cieslik,Bartlomiej Rokicki,Undirected,22506,,4
Andrzej Cieslik,Giang Hien tran,Undirected,22507,,1
Andrzej Cieslik,Jacek Lewkowicz,Undirected,22508,,2
Andrzej Cieslik,Jan Hagemejer,Undirected,22509,,5
Andrzej Cieslik,Jan J michalek,Undirected,22510,,3
Andrzej Cieslik,Jan Jakub michalek,Undirected,22511,,17
Andrzej Cieslik,Jan Michalek,Undirected,22512,,5
Andrzej Cieslik,Jerzy Mycielski,Undirected,22513,,16
Andrzej Cieslik,Krzysztof Szczygielski,Undirected,22514,,7
Andrzej Cieslik,Lukasz Goczek,Undirected,22515,,6
Andrzej Cieslik,Magdalena Kaniewska,Undirected,22516,,1
Andrzej Cieslik,Mehmet Burak turgut,Undirected,22517,,2
Andrzej Cieslik,Michael Ryan,Undirected,22518,,2
Andrzej Cieslik,Michalek J,Undirected,22519,,2
Andrzej Cieslik,Ugochukwu Michael anyanwu,Undirected,22520,,1
Andrzej Jacyna,Andrzej Sliwczynski,Undirected,22521,,2
Andrzej Jacyna,Daniel Rutkowski,Undirected,22522,,2
Andrzej Jacyna,Edward Franek,Undirected,22523,,2
Andrzej Jacyna,Lidia Kania,Undirected,22524,,1
Andrzej Jacyna,Magdalena Walicka,Undirected,22525,,2
Andrzej Jacyna,Marcin Chlebus,Undirected,22526,,2
Andrzej Jacyna,Marcin Czech,Undirected,22527,,2
Andrzej Jacyna,Melania Brzozowska,Undirected,22528,,2
Andrzej Jacyna,Monika Puzianowska-kuznicka,Undirected,22529,,2
Andrzej Kociecki,Dorota Scibisz,Undirected,22530,,1
Andrzej Kociecki,Ewa Stanislawska,Undirected,22531,,1
Andrzej Kociecki,Ewa Wrobel,Undirected,22532,,1
Andrzej Kociecki,Grzegorz Szafranski,Undirected,22533,,1
Andrzej Kociecki,Grzegorz Wesolowski,Undirected,22534,,1
Andrzej Kociecki,Jacek Kotlowski,Undirected,22535,,1
Andrzej Kociecki,Karol Szafranek,Undirected,22536,,1
