Source,Target,Type,Id,Label,Weight
Lewkowicz Jacek,Mroczek Wojciech,Undirected,25387,,1
Lewkowicz Jacek,Muck Jakub,Undirected,25388,,1
Lewkowicz Jacek,Niechcial Marek,Undirected,25389,,1
Lewkowicz Jacek,Piasecki Tomasz,Undirected,25390,,1
Lewkowicz Jacek,Popowski Piotr,Undirected,25391,,1
Lewkowicz Jacek,Puchalska Katarzyna,Undirected,25392,,1
Lewkowicz Jacek,Rola-janicka Magdalena,Undirected,25393,,1
Lewkowicz Jacek,Rubaszek Michal,Undirected,25394,,1
Lewkowicz Jacek,Slubowski Rafal,Undirected,25395,,1
Lewkowicz Jacek,Stazka-gawrysiak Agnieszka,Undirected,25396,,1
Lewkowicz Jacek,Suleja Wawrzyniec,Undirected,25397,,1
Lewkowicz Jacek,Tchorek Grzegorz,Undirected,25398,,1
Lewkowicz Jacek,Tomkiewicz Marcin,Undirected,25399,,1
Lewkowicz Jacek,Wierus Kamil,Undirected,25400,,1
Li Mingxing,Ma Zhiqiang,Undirected,25401,,1
Li Mingxing,Muhammad Saeed ashraf,Undirected,25402,,1
Li Mingxing,Muhammad Usman,Undirected,25403,,1
Li Mingxing,Rana Umair ashraf,Undirected,25404,,1
Lian-ping Wang,Orlando Ayala,Undirected,25405,,1
Lian-ping Wang,Wojciech W grabowski,Undirected,25406,,2
Liangmin Wang,Muhammad Sohail,Undirected,25407,,1
Liangmin Wang,Rana Umair ashraf,Undirected,25408,,1
Liangmin Wang,Samar Zaineldeen,Undirected,25409,,1
Liangmin Wang,Shunrong Jiang,Undirected,25410,,1
Liangze Ma,Muhammad Ahtisham ul haq,Undirected,25411,,1
Liangze Ma,Rana Umair ashraf,Undirected,25412,,1
Liangze Ma,Xianhua Fan,Undirected,25413,,1
Lidia Kania,Magdalena Walicka,Undirected,25414,,2
Lidia Kania,Marcin Chlebus,Undirected,25415,,2
Lidia Kania,Marcin Czech,Undirected,25416,,1
Lidia Kania,Melania Brzozowska,Undirected,25417,,2
Lidia Kania,Monika Puzianowska-kuznicka,Undirected,25418,,2
Lidia Kania,Tadeusz Jedrzejczyk,Undirected,25419,,1
Lier-walqui Van marcus,Lulin Xue,Undirected,25420,,1
Lier-walqui Van marcus,Matthew R kumjian,Undirected,25421,,1
Lier-walqui Van marcus,Olivier P prat,Undirected,25422,,1
Lier-walqui Van marcus,Shin-ichiro Shima,Undirected,25423,,1
Lier-walqui Van marcus,Wojciech W grabowski,Undirected,25424,,1
Lilian Kreitz,Luis Molina sanchez,Undirected,25425,,1
Lilian Kreitz,Markus Eller,Undirected,25426,,1
Lilian Kreitz,Rafael Cezar,Undirected,25427,,1
Lilian Kreitz,Roland Beck,Undirected,25428,,1
Lilian Kreitz,Valerio Nispi landi,Undirected,25429,,1
Linda Laikre,Marianne Zandersen,Undirected,25430,,1
Linda Laikre,Michele Casini,Undirected,25431,,1
Linda Laikre,Mikolaj Czajkowski,Undirected,25432,,1
Linda Laikre,Monika Winder,Undirected,25433,,1
Linda Laikre,Piotr Margonski,Undirected,25434,,1
Linda Laikre,Sara Kurland,Undirected,25435,,1
Linda Laikre,Seifeddine Jomaa,Undirected,25436,,1
Linda Laikre,Thorsten Bh reusch,Undirected,25437,,1
Linda Laikre,Veijo Jormalainen,Undirected,25438,,1
Linus Hasselstrom,Louise Martinsen,Undirected,25439,,1
Linus Hasselstrom,Marie Maar,Undirected,25440,,1
Linus Hasselstrom,Mikolaj Czajkowski,Undirected,25441,,1
Linus Hasselstrom,Mohammed H alemu,Undirected,25442,,1
Linus Hasselstrom,Tea Nommann,Undirected,25443,,1
Linus Hasselstrom,Tore Soderqvist,Undirected,25444,,1
Linus Hasselstrom,Vivi Fleming-lehtinen,Undirected,25445,,1
Linus Hasselstrom,Yulia Khaleeva,Undirected,25446,,1
Louise Martinsen,Marie Maar,Undirected,25447,,1
Louise Martinsen,Mikolaj Czajkowski,Undirected,25448,,1
Louise Martinsen,Mohammed H alemu,Undirected,25449,,1
Louise Martinsen,Tea Nommann,Undirected,25450,,1
Louise Martinsen,Tore Soderqvist,Undirected,25451,,1
Louise Martinsen,Vivi Fleming-lehtinen,Undirected,25452,,1
Louise Martinsen,Yulia Khaleeva,Undirected,25453,,1
Lucia Banci,Manuele Martinelli,Undirected,25454,,1
Lucia Banci,Peep Palumaa,Undirected,25455,,1
Lucia Banci,Simone Ciofi-baffoni,Undirected,25456,,1
Luis Molina sanchez,Markus Eller,Undirected,25457,,1
Luis Molina sanchez,Rafael Cezar,Undirected,25458,,1
Luis Molina sanchez,Roland Beck,Undirected,25459,,1
Luis Molina sanchez,Valerio Nispi landi,Undirected,25460,,1
Luisa Araujo,Maciej Jakubowski,Undirected,25461,,1
Luisa Araujo,Ralph Hippe,Undirected,25462,,1
Lukasz Goczek,Maurice Obstfeld,Undirected,25463,,2
Lukasz Goczek,Natasha Malyarenko,Undirected,25464,,1
Lukasz Goczek,Paul Robin krugman,Undirected,25465,,2
Lukasz Goczek,Pawel Gieraltowski,Undirected,25466,,2
Lukasz Goczek,Wlodzimierz Siwinski,Undirected,25467,,2
Lukasz Matuszak,Magdalena Kowalczyk,Undirected,25468,,1
Lukasz Matuszak,Malgorzata Czerny,Undirected,25469,,1
Lukasz Matuszak,Malgorzata Macuda,Undirected,25470,,3
Lukasz Matuszak,Marek Cieslak,Undirected,25471,,1
Lukasz Matuszak,Marek Masztalerz,Undirected,25472,,1
Lukasz Matuszak,Maria Kiedrowska,Undirected,25473,,1
Lukasz Matuszak,Marzena Remlein,Undirected,25474,,1
Lukasz Matuszak,Piotr Gut,Undirected,25475,,1
Lukasz Matuszak,Remigiusz Napiecek,Undirected,25476,,1
Lukasz Matuszak,Wojciech Fliegner,Undirected,25477,,1
Lukasz Michalowski,Marcin Chlebus,Undirected,25478,,2
Lukasz Michalowski,Miroslaw Wielgos,Undirected,25479,,2
Lulin Xue,Matthew R kumjian,Undirected,25480,,1
Lulin Xue,Olivier P prat,Undirected,25481,,1
Lulin Xue,Shin-ichiro Shima,Undirected,25482,,1
Lulin Xue,Wojciech W grabowski,Undirected,25483,,1
Ma Zhiqiang,Muhammad Saeed ashraf,Undirected,25484,,1
Ma Zhiqiang,Muhammad Usman,Undirected,25485,,1
Ma Zhiqiang,Rana Umair ashraf,Undirected,25486,,1
Maca V,Markiewicz O,Undirected,25487,,1
Maca V,Markowska A,Undirected,25488,,1
Maca V,Metcalf H,Undirected,25489,,1
Maca V,Navrud S,Undirected,25490,,1
Maca V,Nielsen Seested j,Undirected,25491,,1
Maca V,Ortiz R,Undirected,25492,,1
Maca V,Pellegrini S,Undirected,25493,,1
Maca V,Rabl A,Undirected,25494,,1
Maca V,Riera R,Undirected,25495,,1
Maca V,Scasny M,Undirected,25496,,1
Maca V,Stoeckel M-e,Undirected,25497,,1
Maca V,Szanto R,Undirected,25498,,1
Maca V,Urban J,Undirected,25499,,1
Maciej Bitner,Marek Okolski,Undirected,25500,,1
Maciej Bitner,Monika Szulecka,Undirected,25501,,1
Maciej Bitner,Pawel Kaczmarczyk,Undirected,25502,,1
Maciej Bitner,Urszula Siedlecka,Undirected,25503,,1
Maciej Cygler,Maciej Pyrka,Undirected,25504,,1
Maciej Cygler,Magdalena Zachlod-jelec,Undirected,25505,,1
Maciej Cygler,Michal Antoszewski,Undirected,25506,,1
Maciej Cygler,Przemyslaw Sikora,Undirected,25507,,1
Maciej Cygler,Robert Jeszke,Undirected,25508,,1
Maciej Cygler,Ryszard Malarski,Undirected,25509,,1
Maciej Cygler,Wojciech Rabiega,Undirected,25510,,1
Maciej Duszczyk,Pawel Kaczmarczyk,Undirected,25511,,2
Maciej Grzenda,Satia Rozynek,Undirected,25512,,2
Maciej Grzenda,Shahriar Akhavan,Undirected,25513,,2
Maciej Jakubowski,Pawel Sakowski,Undirected,25514,,2
Maciej Jakubowski,Pawel Strawinski,Undirected,25515,,1
Maciej Jakubowski,Ralph Hippe,Undirected,25516,,2
Maciej Jakubowski,Roman Dolata,Undirected,25517,,1
Maciej Jakubowski,Tomasz Gajderowicz,Undirected,25518,,2
Maciej Osiewicz,Marcin Bielecki,Undirected,25519,,1
Maciej Osiewicz,Slawomir Cieslak,Undirected,25520,,1
Maciej Pogorzelski,Przemyslaw Kusztelak,Undirected,25521,,1
Maciej Pogorzelski,Tomasz Kopczewski,Undirected,25522,,1
Maciej Pyrka,Magdalena Zachlod-jelec,Undirected,25523,,1
Maciej Pyrka,Michal Antoszewski,Undirected,25524,,1
Maciej Pyrka,Przemyslaw Sikora,Undirected,25525,,1
Maciej Pyrka,Robert Jeszke,Undirected,25526,,1
Maciej Pyrka,Ryszard Malarski,Undirected,25527,,1
Maciej Pyrka,Wojciech Rabiega,Undirected,25528,,1
Maciej Sobolewski,Tomasz Kopczewski,Undirected,25529,,2
Maciej Stoklosa,Marcin Gruszczynski,Undirected,25530,,1
Maciej Wysocki,Mateusz Kijewski,Undirected,25531,,1
Maciej Wysocki,Robert Slepaczuk,Undirected,25532,,2
Maciej Zawislak,Radoslaw Wlostowski,Undirected,25533,,1
Maciej Zawislak,Tomasz Bialecki,Undirected,25534,,3
Maciej Zawislak,Weronika Urbanska,Undirected,25535,,1
Macuda M,Matuszak L,Undirected,25536,,1
Macuda M,Rozanska E,Undirected,25537,,1
Magda Cizkowicz,Piotr Zuk,Undirected,25538,,1
Magda Cizkowicz,Witold Grostal,Undirected,25539,,1
Magda Cizkowicz-pekala,Patrycja Beniak,Undirected,25540,,2
Magda Cizkowicz-pekala,Piotr Zuk,Undirected,25541,,3
Magda Cizkowicz-pekala,Witold Grostal,Undirected,25542,,3
Magdalena Kowalczyk,Malgorzata Czerny,Undirected,25543,,1
Magdalena Kowalczyk,Malgorzata Macuda,Undirected,25544,,1
Magdalena Kowalczyk,Marek Cieslak,Undirected,25545,,1
Magdalena Kowalczyk,Marek Masztalerz,Undirected,25546,,1
Magdalena Kowalczyk,Maria Kiedrowska,Undirected,25547,,1
Magdalena Kowalczyk,Marzena Remlein,Undirected,25548,,1
Magdalena Kowalczyk,Piotr Gut,Undirected,25549,,1
Magdalena Kowalczyk,Remigiusz Napiecek,Undirected,25550,,1
Magdalena Kowalczyk,Wojciech Fliegner,Undirected,25551,,1
Magdalena Michalejko,Maja Rynko,Undirected,25552,,1
Magdalena Michalejko,Malgorzata Bala,Undirected,25553,,1
Magdalena Michalejko,Malgorzata Kalbarczyk-steclik,Undirected,25554,,1
Magdalena Michalejko,Marta Palczynska,Undirected,25555,,1
Magdalena Michalejko,Mateusz Najsztub,Undirected,25556,,1
Magdalena Michalejko,Michal Myck,Undirected,25557,,1
Magdalena Michalejko,Monika Oczkowska,Undirected,25558,,1
Magdalena Michalejko,Roman Topor-madry,Undirected,25559,,1
Magdalena Michalejko,Wojciech Paczynski,Undirected,25560,,1
Magdalena Rokicka,Marek Gora,Undirected,25561,,1
Magdalena Rokicka,Oleksandr Rohozynsky,Undirected,25562,,1
Magdalena Rola-janicka,Marcin Grela,Undirected,25563,,2
Magdalena Rola-janicka,Marcin Tomkiewicz,Undirected,25564,,2
Magdalena Rola-janicka,Marek Niechcial,Undirected,25565,,2
Magdalena Rola-janicka,Michal Gradzewicz,Undirected,25566,,2
Magdalena Rola-janicka,Michal Rubaszek,Undirected,25567,,2
Magdalena Rola-janicka,Paulina Broniatowska,Undirected,25568,,2
Magdalena Rola-janicka,Piotr Popowski,Undirected,25569,,2
Magdalena Rola-janicka,Rafal Slubowski,Undirected,25570,,2
Magdalena Rola-janicka,Stanislaw Cichocki,Undirected,25571,,2
Magdalena Rola-janicka,Tomasz Michalek,Undirected,25572,,2
Magdalena Rola-janicka,Tomasz Piasecki,Undirected,25573,,2
Magdalena Rola-janicka,Wawrzyniec Suleja,Undirected,25574,,2
Magdalena Rola-janicka,Wojciech Mroczek,Undirected,25575,,2
Magdalena Walicka,Marcin Chlebus,Undirected,25576,,4
Magdalena Walicka,Marcin Czech,Undirected,25577,,2
Magdalena Walicka,Melania Brzozowska,Undirected,25578,,4
Magdalena Walicka,Monika Puzianowska-kuznicka,Undirected,25579,,4
Magdalena Walicka,Tadeusz Jedrzejczyk,Undirected,25580,,1
Magdalena Walicka,Yaroslav Sanchak,Undirected,25581,,1
Magdalena Zachlod-jelec,Michal Antoszewski,Undirected,25582,,1
Magdalena Zachlod-jelec,Przemyslaw Sikora,Undirected,25583,,1
Magdalena Zachlod-jelec,Robert Jeszke,Undirected,25584,,1
Magdalena Zachlod-jelec,Ryszard Malarski,Undirected,25585,,1
Magdalena Zachlod-jelec,Wojciech Rabiega,Undirected,25586,,1
Maja Micevska,Oded Stark,Undirected,25587,,1
Maja Rynko,Malgorzata Bala,Undirected,25588,,1
Maja Rynko,Malgorzata Kalbarczyk-steclik,Undirected,25589,,1
Maja Rynko,Marta Palczynska,Undirected,25590,,1
Maja Rynko,Mateusz Najsztub,Undirected,25591,,1
Maja Rynko,Michal Myck,Undirected,25592,,1
Maja Rynko,Monika Oczkowska,Undirected,25593,,1
Maja Rynko,Roman Topor-madry,Undirected,25594,,1
Maja Rynko,Wojciech Paczynski,Undirected,25595,,1
Malgorzata Bala,Malgorzata Kalbarczyk-steclik,Undirected,25596,,1
Malgorzata Bala,Marta Palczynska,Undirected,25597,,1
Malgorzata Bala,Mateusz Najsztub,Undirected,25598,,1
Malgorzata Bala,Michal Myck,Undirected,25599,,1
Malgorzata Bala,Monika Oczkowska,Undirected,25600,,1
Malgorzata Bala,Roman Topor-madry,Undirected,25601,,1
Malgorzata Bala,Wojciech Paczynski,Undirected,25602,,1
Malgorzata Buszko-briggs,Mikolaj Czajkowski,Undirected,25603,,1
Malgorzata Buszko-briggs,Nick Hanley,Undirected,25604,,1
Malgorzata Czerny,Malgorzata Macuda,Undirected,25605,,1
Malgorzata Czerny,Marek Cieslak,Undirected,25606,,1
Malgorzata Czerny,Marek Masztalerz,Undirected,25607,,1
Malgorzata Czerny,Maria Kiedrowska,Undirected,25608,,1
Malgorzata Czerny,Marzena Remlein,Undirected,25609,,1
Malgorzata Czerny,Piotr Gut,Undirected,25610,,1
Malgorzata Czerny,Remigiusz Napiecek,Undirected,25611,,1
Malgorzata Czerny,Wojciech Fliegner,Undirected,25612,,1
Malgorzata Godlewska,Przemyslaw Banasik,Undirected,25613,,1
Malgorzata Godlewska,Sylwia Morawska,Undirected,25614,,1
Malgorzata Jablczynska,Pawel Sakowski,Undirected,25615,,3
Malgorzata Jablczynska,Przemyslaw Rys,Undirected,25616,,3
Malgorzata Jablczynska,Robert Slepaczuk,Undirected,25617,,3
Malgorzata Kalbarczyk-steclik,Marta Palczynska,Undirected,25618,,1
Malgorzata Kalbarczyk-steclik,Mateusz Najsztub,Undirected,25619,,1
Malgorzata Kalbarczyk-steclik,Michal Myck,Undirected,25620,,1
Malgorzata Kalbarczyk-steclik,Monika Oczkowska,Undirected,25621,,1
Malgorzata Kalbarczyk-steclik,Roman Topor-madry,Undirected,25622,,1
Malgorzata Kalbarczyk-steclik,Wojciech Paczynski,Undirected,25623,,1
Malgorzata Macuda,Marek Cieslak,Undirected,25624,,1
Malgorzata Macuda,Marek Masztalerz,Undirected,25625,,1
Malgorzata Macuda,Maria Kiedrowska,Undirected,25626,,1
Malgorzata Macuda,Marzena Remlein,Undirected,25627,,1
Malgorzata Macuda,Piotr Gut,Undirected,25628,,1
Malgorzata Macuda,Remigiusz Napiecek,Undirected,25629,,1
Malgorzata Macuda,Wojciech Fliegner,Undirected,25630,,1
Malgorzata Markiewicz,Piotr Boguszewski,Undirected,25631,,1
Malgorzata Pawlowska,Tomasz Kopczewski,Undirected,25632,,2
Malgorzata Pawlowska,Wojciech Rogowski,Undirected,25633,,1
Manuele Martinelli,Peep Palumaa,Undirected,25634,,1
Manuele Martinelli,Simone Ciofi-baffoni,Undirected,25635,,1
Mara Thiene,Mikolaj Czajkowski,Undirected,25636,,1
Mara Thiene,Petr Mariel,Undirected,25637,,1
Mara Thiene,Soren Boye olsen,Undirected,25638,,1
Mara Thiene,Thijs Dekker,Undirected,25639,,1
Mara Thiene,Ulf Liebe,Undirected,25640,,1
Marat Khairoutdinov,Ming-hua Zhang,Undirected,25641,,1
Marat Khairoutdinov,Richard T cederwall,Undirected,25642,,1
Marat Khairoutdinov,Shao Cheng xie,Undirected,25643,,1
Marat Khairoutdinov,Steven K krueger,Undirected,25644,,1
Marat Khairoutdinov,Wei-kuo Tao,Undirected,25645,,1
Marat Khairoutdinov,Wojciech Grabowski,Undirected,25646,,1
Marat Khairoutdinov,Wojciech W grabowski,Undirected,25647,,1
Marat Khairoutdinov,Yio John j,Undirected,25648,,1
Marcin Bielecki,Marcin Kolasa,Undirected,25649,,6
Marcin Bielecki,Marcin Waniek,Undirected,25650,,2
Marcin Bielecki,Michal Brzoza-brzezina,Undirected,25651,,7
Marcin Bielecki,Nikolai Stahler,Undirected,25652,,2
Marcin Bielecki,Slawomir Cieslak,Undirected,25653,,1
Marcin Chlebus,Marcin Czech,Undirected,25654,,2
Marcin Chlebus,Marta Klosok,Undirected,25655,,1
Marcin Chlebus,Mateusz Buczynski,Undirected,25656,,1
Marcin Chlebus,Melania Brzozowska,Undirected,25657,,4
Marcin Chlebus,Michal Dyczko,Undirected,25658,,1
Marcin Chlebus,Michal Korycki,Undirected,25659,,1
Marcin Chlebus,Michal Kruk,Undirected,25660,,1
Marcin Chlebus,Michal Wozniak,Undirected,25661,,1
Marcin Chlebus,Miroslaw Wielgos,Undirected,25662,,3
Marcin Chlebus,Monika Puzianowska-kuznicka,Undirected,25663,,4
Marcin Chlebus,Monika Serafin,Undirected,25664,,1
Marcin Chlebus,Piotr Borowski,Undirected,25665,,1
Marcin Chlebus,Piotr Wojewnik,Undirected,25666,,1
Marcin Chlebus,Przemyslaw Biecek,Undirected,25667,,1
Marcin Chlebus,Renata Gabryelczyk,Undirected,25668,,1
Marcin Chlebus,Stefan Cylwik,Undirected,25669,,1
Marcin Chlebus,Tadeusz Jedrzejczyk,Undirected,25670,,1
Marcin Chlebus,Yaroslav Sanchak,Undirected,25671,,1
Marcin Czech,Melania Brzozowska,Undirected,25672,,2
Marcin Czech,Monika Puzianowska-kuznicka,Undirected,25673,,2
Marcin Grela,Marcin Tomkiewicz,Undirected,25674,,2
Marcin Grela,Marek Niechcial,Undirected,25675,,2
Marcin Grela,Michal Gradzewicz,Undirected,25676,,2
Marcin Grela,Michal Rubaszek,Undirected,25677,,2
Marcin Grela,Paulina Broniatowska,Undirected,25678,,2
Marcin Grela,Piotr Popowski,Undirected,25679,,2
Marcin Grela,Rafal Slubowski,Undirected,25680,,2
Marcin Grela,Stanislaw Cichocki,Undirected,25681,,2
Marcin Grela,Tomasz Michalek,Undirected,25682,,2
Marcin Grela,Tomasz Piasecki,Undirected,25683,,2
Marcin Grela,Wawrzyniec Suleja,Undirected,25684,,2
Marcin Grela,Wojciech Mroczek,Undirected,25685,,2
Marcin Gruszczynski,Pawel Majczak,Undirected,25686,,1
Marcin Humanicki,Mariusz Kapuscinski,Undirected,25687,,1
Marcin Humanicki,Mateusz Pipien,Undirected,25688,,1
Marcin Humanicki,Michal Greszta,Undirected,25689,,1
Marcin Humanicki,Michal Ledochowski,Undirected,25690,,1
Marcin Humanicki,Michal Lesyk,Undirected,25691,,1
Marcin Humanicki,Piotr Popowski,Undirected,25692,,1
Marcin Humanicki,Tomasz Kleszcz,Undirected,25693,,1
Marcin Humanicki,Tomasz Lyziak,Undirected,25694,,1
Marcin Jakubek,Oded Stark,Undirected,25695,,2
Marcin Kolasa,Michal Brzoza-brzezina,Undirected,25696,,6
Marcin Malawski,Tomasz Kopczewski,Undirected,25697,,1
Marcin Sienicki,Piotr Boguszewski,Undirected,25698,,1
Marcin Tomkiewicz,Marek Niechcial,Undirected,25699,,2
Marcin Tomkiewicz,Michal Gradzewicz,Undirected,25700,,2
Marcin Tomkiewicz,Michal Rubaszek,Undirected,25701,,2
Marcin Tomkiewicz,Paulina Broniatowska,Undirected,25702,,2
Marcin Tomkiewicz,Piotr Popowski,Undirected,25703,,2
Marcin Tomkiewicz,Rafal Slubowski,Undirected,25704,,2
Marcin Tomkiewicz,Stanislaw Cichocki,Undirected,25705,,2
Marcin Tomkiewicz,Tomasz Michalek,Undirected,25706,,2
Marcin Tomkiewicz,Tomasz Piasecki,Undirected,25707,,2
Marcin Tomkiewicz,Wawrzyniec Suleja,Undirected,25708,,2
Marcin Tomkiewicz,Wojciech Mroczek,Undirected,25709,,2
Marcinkowska I,Schneider F,Undirected,25710,,1
Marek Cieslak,Marek Masztalerz,Undirected,25711,,1
Marek Cieslak,Maria Kiedrowska,Undirected,25712,,1
Marek Cieslak,Marzena Remlein,Undirected,25713,,1
Marek Cieslak,Piotr Gut,Undirected,25714,,1
Marek Cieslak,Remigiusz Napiecek,Undirected,25715,,1
Marek Cieslak,Wojciech Fliegner,Undirected,25716,,1
Marek Giergiczny,Mikolaj Czajkowski,Undirected,25717,,3
Marek Giergiczny,Nick Hanley,Undirected,25718,,1
Marek Giergiczny,Per Angelstam,Undirected,25719,,1
Marek Giergiczny,Tomasz Zylicz,Undirected,25720,,1
Marek Giergiczny,Wiktor Budzinski,Undirected,25721,,1
Marek Giergiczny,William H greene,Undirected,25722,,1
Marek Gora,Oleksandr Rohozynsky,Undirected,25723,,1
Marek Masztalerz,Maria Kiedrowska,Undirected,25724,,1
Marek Masztalerz,Marzena Remlein,Undirected,25725,,1
Marek Masztalerz,Piotr Gut,Undirected,25726,,1
Marek Masztalerz,Remigiusz Napiecek,Undirected,25727,,1
Marek Masztalerz,Wojciech Fliegner,Undirected,25728,,1
Marek Niechcial,Michal Gradzewicz,Undirected,25729,,2
Marek Niechcial,Michal Rubaszek,Undirected,25730,,2
Marek Niechcial,Paulina Broniatowska,Undirected,25731,,2
Marek Niechcial,Piotr Popowski,Undirected,25732,,2
Marek Niechcial,Rafal Slubowski,Undirected,25733,,2
Marek Niechcial,Stanislaw Cichocki,Undirected,25734,,2
Marek Niechcial,Tomasz Michalek,Undirected,25735,,2
Marek Niechcial,Tomasz Piasecki,Undirected,25736,,2
Marek Niechcial,Wawrzyniec Suleja,Undirected,25737,,2
Marek Niechcial,Wojciech Mroczek,Undirected,25738,,2
Marek Okolski,Monika Szulecka,Undirected,25739,,1
Marek Okolski,Pawel Kaczmarczyk,Undirected,25740,,7
Marek Okolski,Urszula Siedlecka,Undirected,25741,,1
Margrethe Aanesen,Mikolaj Czajkowski,Undirected,25742,,2
Margrethe Aanesen,Nick Hanley,Undirected,25743,,2
Margrethe Aanesen,Stale Navrud,Undirected,25744,,1
Maria Cristina pagliacci,Piotr Tederko,Undirected,25745,,1
Maria Kiedrowska,Marzena Remlein,Undirected,25746,,1
Maria Kiedrowska,Piotr Gut,Undirected,25747,,1
Maria Kiedrowska,Remigiusz Napiecek,Undirected,25748,,1
Maria Kiedrowska,Wojciech Fliegner,Undirected,25749,,1
Maria Kubara,Mateusz Kopyt,Undirected,25750,,1
Maria Kubara,Sebastien Bourdin,Undirected,25751,,1
Maria Kubara,Sergio Destefanis,Undirected,25752,,1
Maria Lissowska,Piotr Boguszewski,Undirected,25753,,1
Maria Swiderek,Pawel Sakowski,Undirected,25754,,1
Maria Szczepaniec,Piotr Bieniek,Undirected,25755,,1
Maria Szczepaniec,Stanislaw Cichocki,Undirected,25756,,1
Marianne Zandersen,Michele Casini,Undirected,25757,,1
Marianne Zandersen,Mikolaj Czajkowski,Undirected,25758,,1
Marianne Zandersen,Monika Winder,Undirected,25759,,1
Marianne Zandersen,Piotr Margonski,Undirected,25760,,1
Marianne Zandersen,Sara Kurland,Undirected,25761,,1
Marianne Zandersen,Seifeddine Jomaa,Undirected,25762,,1
Marianne Zandersen,Thorsten Bh reusch,Undirected,25763,,1
Marianne Zandersen,Veijo Jormalainen,Undirected,25764,,1
Marie Maar,Mikolaj Czajkowski,Undirected,25765,,1
Marie Maar,Mohammed H alemu,Undirected,25766,,1
Marie Maar,Tea Nommann,Undirected,25767,,1
Marie Maar,Tore Soderqvist,Undirected,25768,,1
Marie Maar,Vivi Fleming-lehtinen,Undirected,25769,,1
Marie Maar,Yulia Khaleeva,Undirected,25770,,1
Mario Izquierdo peinado,Matthias Busse,Undirected,25771,,1
Mario Izquierdo peinado,Mikkel Barslund,Undirected,25772,,1
Mario Izquierdo peinado,Pawel Kaczmarczyk,Undirected,25773,,1
Mario Izquierdo peinado,Timo Baas,Undirected,25774,,1
Mario Nuno mata,Rana Umair ashraf,Undirected,25775,,1
Mario Nuno mata,Stefan Cristian gherghina,Undirected,25776,,1
Mariusz Kapuscinski,Mateusz Pipien,Undirected,25777,,1
Mariusz Kapuscinski,Michal Greszta,Undirected,25778,,1
Mariusz Kapuscinski,Michal Ledochowski,Undirected,25779,,1
Mariusz Kapuscinski,Michal Lesyk,Undirected,25780,,1
Mariusz Kapuscinski,Piotr Popowski,Undirected,25781,,1
Mariusz Kapuscinski,Tomasz Kleszcz,Undirected,25782,,1
Mariusz Kapuscinski,Tomasz Lyziak,Undirected,25783,,1
Mark Vancauteren,Victoria Roshal,Undirected,25784,,1
Markiewicz O,Markowska A,Undirected,25785,,1
Markiewicz O,Metcalf H,Undirected,25786,,1
Markiewicz O,Navrud S,Undirected,25787,,1
Markiewicz O,Nielsen Seested j,Undirected,25788,,1
Markiewicz O,Ortiz R,Undirected,25789,,1
Markiewicz O,Pellegrini S,Undirected,25790,,1
Markiewicz O,Rabl A,Undirected,25791,,1
Markiewicz O,Riera R,Undirected,25792,,1
Markiewicz O,Scasny M,Undirected,25793,,1
Markiewicz O,Stoeckel M-e,Undirected,25794,,1
Markiewicz O,Szanto R,Undirected,25795,,1
Markiewicz O,Urban J,Undirected,25796,,1
Markowska A,Metcalf H,Undirected,25797,,1
Markowska A,Navrud S,Undirected,25798,,1
Markowska A,Nielsen Seested j,Undirected,25799,,1
Markowska A,Ortiz R,Undirected,25800,,1
Markowska A,Pellegrini S,Undirected,25801,,1
Markowska A,Rabl A,Undirected,25802,,1
Markowska A,Riera R,Undirected,25803,,1
Markowska A,Scasny M,Undirected,25804,,1
Markowska A,Stoeckel M-e,Undirected,25805,,1
Markowska A,Szanto R,Undirected,25806,,1
Markowska A,Urban J,Undirected,25807,,1
Markus Eller,Rafael Cezar,Undirected,25808,,1
Markus Eller,Roland Beck,Undirected,25809,,1
Markus Eller,Valerio Nispi landi,Undirected,25810,,1
Markus Jantti,Philippe Van kerm,Undirected,25811,,2
Markus Jantti,Tim Smeeding,Undirected,25812,,2
Marta Lubieniecka,Torrisi Richard c,Undirected,25813,,2
Marta Palczynska,Mateusz Najsztub,Undirected,25814,,1
Marta Palczynska,Michal Myck,Undirected,25815,,1
Marta Palczynska,Monika Oczkowska,Undirected,25816,,1
Marta Palczynska,Roman Topor-madry,Undirected,25817,,1
Marta Palczynska,Wojciech Paczynski,Undirected,25818,,1
Martina Donatoni,Maurizio Remelli,Undirected,25819,,1
Martina Donatoni,Pierluigi Pretegiani,Undirected,25820,,1
Martina Donatoni,Remo Guerrini,Undirected,25821,,1
Maryna Zenkova,Robert Slepaczuk,Undirected,25822,,1
Marzena Remlein,Piotr Gut,Undirected,25823,,1
Marzena Remlein,Remigiusz Napiecek,Undirected,25824,,1
Marzena Remlein,Wojciech Fliegner,Undirected,25825,,1
Mateusz Kijewski,Robert Slepaczuk,Undirected,25826,,1
Mateusz Marcol,Rafal Wozniak,Undirected,25827,,1
Mateusz Najsztub,Michal Myck,Undirected,25828,,1
Mateusz Najsztub,Monika Oczkowska,Undirected,25829,,1
Mateusz Najsztub,Roman Topor-madry,Undirected,25830,,1
Mateusz Najsztub,Wojciech Paczynski,Undirected,25831,,1
Mateusz Pipien,Michal Greszta,Undirected,25832,,1
